ўИ���8K����8K���ИK�јK����p��������battery_voltage	64.00
battery_capacity_coulomb	54965.3750000000
battery_capacity_milli_coulomb	54965376
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.26111
% bat	50893.86718
% batA	0.00000
% batB	-100.00000
% batC	-134.82142

dt_ms	42252.00
last_read_micros	11678836
current_read_micros	11721088
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1126000881
calculte_milli_coulombs_transffred	338016.0312500000
battery_capacity_coulomb	54975.6484375000
battery_capacity_milli_coulomb	54975648
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.23060
% bat	50903.37890
% batA	0.00000
% batB	0.00000
% batC	-63.16964

dt_ms	41900.00
last_read_micros	11721088
current_read_micros	11762988
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0950000286
calculte_milli_coulombs_transffred	335200.0312500000
battery_capacity_coulomb	54985.9843750000
battery_capacity_milli_coulomb	54985984
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.20008
% bat	50912.94921
% batA	0.00000
% batB	0.00000
% batC	8.92857

dt_ms	41732.00
last_read_micros	11762988
current_read_micros	11804720
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0866000652
calculte_milli_coulombs_transffred	333856.0312500000
battery_capacity_coulomb	54993.5039062500
battery_capacity_milli_coulomb	54993504
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.17566
% bat	50919.91015
% batA	0.00000
% batB	0.00000
% batC	61.38393

BAT PERCENT
50.92 %
dt_ms	76284.00
last_read_micros	11804720
current_read_micros	11881004
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.8141999244
calculte_milli_coulombs_transffred	610272.0000000000
battery_capacity_coulomb	54999.6796875000
battery_capacity_milli_coulomb	54999680
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.15735
% bat	50925.62890
% batA	0.00000
% batB	100.00000
% batC	104.46429

dt_ms	39352.00
last_read_micros	11881004
current_read_micros	11920356
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9675999641
calculte_milli_coulombs_transffred	314816.0000000000
battery_capacity_coulomb	55020.1289062500
battery_capacity_milli_coulomb	55020128
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.09326
% bat	50944.56640
% batA	0.00000
% batB	-200.00000
% batC	-210.04464

dt_ms	42244.00
last_read_micros	11920356
current_read_micros	11962600
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1122000217
calculte_milli_coulombs_transffred	337952.0312500000
battery_capacity_coulomb	55007.2656250000
battery_capacity_milli_coulomb	55007264
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.13294
% bat	50932.65234
% batA	0.00000
% batB	100.00000
% batC	157.36607

dt_ms	42076.00
last_read_micros	11962600
current_read_micros	12004676
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1038000583
calculte_milli_coulombs_transffred	336608.0312500000
battery_capacity_coulomb	55017.5351562500
battery_capacity_milli_coulomb	55017536
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.10242
% bat	50942.16015
% batA	0.00000
% batB	-200.00000
% batC	-228.12500

dt_ms	42252.00
last_read_micros	12004676
current_read_micros	12046928
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1126000881
calculte_milli_coulombs_transffred	338016.0312500000
battery_capacity_coulomb	55026.4648437500
battery_capacity_milli_coulomb	55026464
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.07495
% bat	50950.42968
% batA	0.00000
% batB	-100.00000
% batC	-165.84822

dt_ms	42240.00
last_read_micros	12046928
current_read_micros	12089168
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1119999885
calculte_milli_coulombs_transffred	337920.0312500000
battery_capacity_coulomb	55036.8007812500
battery_capacity_milli_coulomb	55036800
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.04443
% bat	50960.00000
% batA	0.00000
% batB	0.00000
% batC	-93.75000

dt_ms	41904.00
last_read_micros	12089168
current_read_micros	12131072
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	335232.0312500000
battery_capacity_coulomb	55047.0390625000
battery_capacity_milli_coulomb	55047040
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-32.01086
% bat	50969.48437
% batA	0.00000
% batB	0.00000
% batC	-22.32143

BAT PERCENT
50.98 %
dt_ms	76352.00
last_read_micros	12131072
current_read_micros	12207424
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8176000595
calculte_milli_coulombs_transffred	610816.0000000000
battery_capacity_coulomb	55054.5937500000
battery_capacity_milli_coulomb	55054592
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.98950
% bat	50976.47656
% batA	0.00000
% batB	0.00000
% batC	30.35714

dt_ms	39100.00
last_read_micros	12207424
current_read_micros	12246524
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9550000190
calculte_milli_coulombs_transffred	312800.0000000000
battery_capacity_coulomb	55075.5859375000
battery_capacity_milli_coulomb	55075584
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.92541
% bat	50995.91015
% batA	0.00000
% batB	100.00000
% batC	176.78572

dt_ms	42084.00
last_read_micros	12246524
current_read_micros	12288608
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1041998863
calculte_milli_coulombs_transffred	336672.0312500000
battery_capacity_coulomb	55060.7031250000
battery_capacity_milli_coulomb	55060704
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.97119
% bat	50982.13671
% batA	0.00000
% batB	0.00000
% batC	72.99108

dt_ms	41812.00
last_read_micros	12288608
current_read_micros	12330420
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0906000137
calculte_milli_coulombs_transffred	334496.0312500000
battery_capacity_coulomb	55069.6953125000
battery_capacity_milli_coulomb	55069696
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.94372
% bat	50990.46093
% batA	0.00000
% batB	100.00000
% batC	135.71427

dt_ms	42076.00
last_read_micros	12330420
current_read_micros	12372496
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1038000583
calculte_milli_coulombs_transffred	336608.0312500000
battery_capacity_coulomb	55076.5117187500
battery_capacity_milli_coulomb	55076512
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.92236
% bat	50996.76953
% batA	0.00000
% batB	100.00000
% batC	183.25892

dt_ms	42080.00
last_read_micros	12372496
current_read_micros	12414576
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1040000915
calculte_milli_coulombs_transffred	336640.0312500000
battery_capacity_coulomb	55085.4414062500
battery_capacity_milli_coulomb	55085440
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.89489
% bat	51005.03515
% batA	0.00000
% batB	-200.00000
% batC	-211.60714

dt_ms	42240.00
last_read_micros	12414576
current_read_micros	12456816
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1119999885
calculte_milli_coulombs_transffred	337920.0312500000
battery_capacity_coulomb	55094.3984375000
battery_capacity_milli_coulomb	55094400
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.86743
% bat	51013.33203
% batA	0.00000
% batB	-100.00000
% batC	-149.10714

BAT PERCENT
51.02 %
dt_ms	76688.00
last_read_micros	12456816
current_read_micros	12533504
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8343999862
calculte_milli_coulombs_transffred	613504.0000000000
battery_capacity_coulomb	55104.6406250000
battery_capacity_milli_coulomb	55104640
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.83691
% bat	51022.81640
% batA	0.00000
% batB	0.00000
% batC	-77.67858

dt_ms	39192.00
last_read_micros	12533504
current_read_micros	12572696
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9595999717
calculte_milli_coulombs_transffred	313536.0000000000
battery_capacity_coulomb	55128.3203125000
battery_capacity_milli_coulomb	55128320
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.76366
% bat	51044.74218
% batA	0.00000
% batB	0.00000
% batC	87.50000

dt_ms	41812.00
last_read_micros	12572696
current_read_micros	12614508
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0906000137
calculte_milli_coulombs_transffred	334496.0312500000
battery_capacity_coulomb	55114.1757812500
battery_capacity_milli_coulomb	55114176
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.80639
% bat	51031.64843
% batA	0.00000
% batB	0.00000
% batC	-11.16071

dt_ms	41904.00
last_read_micros	12614508
current_read_micros	12656412
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	335232.0312500000
battery_capacity_coulomb	55120.9921875000
battery_capacity_milli_coulomb	55120992
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.78808
% bat	51037.95703
% batA	0.00000
% batB	0.00000
% batC	36.38393

dt_ms	41828.00
last_read_micros	12656412
current_read_micros	12698240
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0913999080
calculte_milli_coulombs_transffred	334624.0312500000
battery_capacity_coulomb	55128.5429687500
battery_capacity_milli_coulomb	55128544
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.76366
% bat	51044.94921
% batA	0.00000
% batB	0.00000
% batC	89.06250

dt_ms	41812.00
last_read_micros	12698240
current_read_micros	12740052
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0906000137
calculte_milli_coulombs_transffred	334496.0312500000
battery_capacity_coulomb	55135.4882812500
battery_capacity_milli_coulomb	55135488
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.74230
% bat	51051.37500
% batA	0.00000
% batB	100.00000
% batC	137.50000

dt_ms	42076.00
last_read_micros	12740052
current_read_micros	12782128
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1038000583
calculte_milli_coulombs_transffred	336608.0312500000
battery_capacity_coulomb	55142.3046875000
battery_capacity_milli_coulomb	55142304
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.72094
% bat	51057.68750
% batA	0.00000
% batB	100.00000
% batC	185.04464

BAT PERCENT
51.07 %
dt_ms	76512.00
last_read_micros	12782128
current_read_micros	12858640
shunt_voltage	-0.25
calculte_coulombs_transffred	-3.8255998611
calculte_milli_coulombs_transffred	612096.0000000000
battery_capacity_coulomb	55151.2304687500
battery_capacity_milli_coulomb	55151232
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.69347
% bat	51065.95703
% batA	0.00000
% batB	-200.00000
% batC	-209.82142

dt_ms	39528.00
last_read_micros	12858640
current_read_micros	12898168
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9763999938
calculte_milli_coulombs_transffred	316224.0000000000
battery_capacity_coulomb	55173.5039062500
battery_capacity_milli_coulomb	55173504
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.62633
% bat	51086.57812
% batA	0.00000
% batB	0.00000
% batC	-54.46429

dt_ms	41904.00
last_read_micros	12898168
current_read_micros	12940072
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0952000617
calculte_milli_coulombs_transffred	335232.0312500000
battery_capacity_coulomb	55162.0468750000
battery_capacity_milli_coulomb	55162048
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.65990
% bat	51075.97265
% batA	0.00000
% batB	-100.00000
% batC	-134.37500

dt_ms	42252.00
last_read_micros	12940072
current_read_micros	12982324
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1126000881
calculte_milli_coulombs_transffred	338016.0312500000
battery_capacity_coulomb	55169.6015625000
battery_capacity_milli_coulomb	55169600
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.63854
% bat	51082.96093
% batA	0.00000
% batB	0.00000
% batC	-81.69643

dt_ms	41896.00
last_read_micros	12982324
current_read_micros	13024220
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0947999954
calculte_milli_coulombs_transffred	335168.0312500000
battery_capacity_coulomb	55179.9375000000
battery_capacity_milli_coulomb	55179936
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.60802
% bat	51092.53125
% batA	0.00000
% batB	0.00000
% batC	-9.59821

dt_ms	41820.00
last_read_micros	13024220
current_read_micros	13066040
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	334560.0312500000
battery_capacity_coulomb	55187.4257812500
battery_capacity_milli_coulomb	55187424
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.58361
% bat	51099.46875
% batA	0.00000
% batB	0.00000
% batC	42.63393

dt_ms	41820.00
last_read_micros	13066040
current_read_micros	13107860
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.0910000801
calculte_milli_coulombs_transffred	334560.0312500000
battery_capacity_coulomb	55194.3046875000
battery_capacity_milli_coulomb	55194304
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.56224
% bat	51105.83984
% batA	0.00000
% batB	0.00000
% batC	90.62500

BAT PERCENT
51.11 %
dt_ms	76288.00
last_read_micros	13107860
current_read_micros	13184148
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8143999099
calculte_milli_coulombs_transffred	610304.0000000000
battery_capacity_coulomb	55201.1835937500
battery_capacity_milli_coulomb	55201184
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.54088
% bat	51112.20703
% batA	0.00000
% batB	100.00000
% batC	138.61607

dt_ms	39364.00
last_read_micros	13184148
current_read_micros	13223512
shunt_voltage	-0.25
calculte_coulombs_transffred	-1.9681999206
calculte_milli_coulombs_transffred	314912.0000000000
battery_capacity_coulomb	55221.6640625000
battery_capacity_milli_coulomb	55221664
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.47984
% bat	51131.16796
% batA	0.00000
% batB	-100.00000
% batC	-175.66964

dt_ms	42236.00
last_read_micros	13223512
current_read_micros	13265748
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1117999553
calculte_milli_coulombs_transffred	337888.0312500000
battery_capacity_coulomb	55208.8945312500
battery_capacity_milli_coulomb	55208896
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.51952
% bat	51119.35156
% batA	0.00000
% batB	100.00000
% batC	192.41072

dt_ms	42072.00
last_read_micros	13265748
current_read_micros	13307820
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1036000251
calculte_milli_coulombs_transffred	336576.0312500000
battery_capacity_coulomb	55219.1054687500
battery_capacity_milli_coulomb	55219104
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.48595
% bat	51128.80078
% batA	0.00000
% batB	-100.00000
% batC	-193.52677

dt_ms	42256.00
last_read_micros	13307820
current_read_micros	13350076
shunt_voltage	-0.25
calculte_coulombs_transffred	-2.1127998828
calculte_milli_coulombs_transffred	338048.0312500000
battery_capacity_coulomb	55228.0000000000
battery_capacity_milli_coulomb	55228000
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.45848
% bat	51137.03906
% batA	0.00000
% batB	-100.00000
% batC	-131.47322

dt_ms	42236.00
last_read_micros	13350076
current_read_micros	13392312
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.1117999553
calculte_milli_coulombs_transffred	337888.0312500000
battery_capacity_coulomb	55238.3671875000
battery_capacity_milli_coulomb	55238368
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.42796
% bat	51146.63671
% batA	0.00000
% batB	0.00000
% batC	-59.15179

dt_ms	41912.00
last_read_micros	13392312
current_read_micros	13434224
shunt_voltage	-0.37
calculte_coulombs_transffred	-2.0955998897
calculte_milli_coulombs_transffred	335296.0312500000
battery_capacity_coulomb	55248.5742187500
battery_capacity_milli_coulomb	55248576
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.39744
% bat	51156.08984
% batA	0.00000
% batB	0.00000
% batC	12.05357

BAT PERCENT
51.16 %
dt_ms	76264.00
last_read_micros	13434224
current_read_micros	13510488
shunt_voltage	-0.37
calculte_coulombs_transffred	-3.8131999969
calculte_milli_coulombs_transffred	610112.0000000000
battery_capacity_coulomb	55256.1914062500
battery_capacity_milli_coulomb	55256192
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.37303
% bat	51163.14062
% batA	0.00000
% batB	0.00000
% batC	65.17858

dt_ms	39104.00
last_read_micros	13510488
current_read_micros	13549592
shunt_voltage	-0.37
calculte_coulombs_transffred	-1.9552000045
calculte_milli_coulombs_transffred	312832.0000000000
battery_capacity_coulomb	55276.4804687500
battery_capacity_milli_coulomb	55276480
BATTERY_CAPACITY_COULOMB	108000000.0000000000
BATTERY_CAPACITY_MILLI_COULOMB	625817600
% bat	ovf
% batA	ovf
% batB	0.00000
% batC	-31.31199
% bat	51181.92578
% batA	0.00000
% batB	200.00000
% batC	206.69642

BAT PERCENT
52.53 %
BAT PERCENT
54.46 %
BAT PERCENT
56.38 %
BAT PERCENT
58.31 %
BAT PERCENT
60.22 %
BAT PERCENT
62.15 %
BAT PERCENT
64.07 %
BAT PERCENT
66.00 %
BAT PERCENT
67.93 %
BAT PERCENT
69.86 %
BAT PERCENT
71.79 %
BAT PERCENT
73.72 %
BAT PERCENT
75.64 %
BAT PERCENT
77.57 %
BAT PERCENT
79.50 %
BAT PERCENT
81.43 %
BAT PERCENT
83.36 %
BAT PERCENT
85.29 %
BAT PERCENT
87.21 %
BAT PERCENT
89.14 %
BAT PERCENT
91.07 %
BAT PERCENT
93.00 %
BAT PERCENT
94.93 %
BAT PERCENT
96.85 %
BAT PERCENT
98.78 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
BAT PERCENT
100.00 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
BAT PERCENT
100.00 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
BAT PERCENT
100.00 %
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
bat fully charged !!!
